position_x_0,position_y_0,position_z_0,position_x_1,position_y_1,position_z_1,position_x,position_y,position_z,position_x_end,position_y_end,position_z_end
6.84207,-1.2366589,0.52056605,10.59207,-1.2362548,0.521855,7.29207,-1.2366104,0.5207207,0.9715703,-1.2372916,0.5185483
7.240393,-1.2675277,0.34958926,10.949428,-0.9465666,-0.100463785,7.6854773,-1.2290124,0.2955829,1.4340236,-1.7699816,1.0541323
7.29553,-1.536408,0.54411453,11.04371,-1.5921122,0.4414414,7.7453113,-1.5430925,0.5317938,1.4278786,-1.4492049,0.7048459
6.949908,-1.409863,0.31249136,10.673939,-1.4753172,-0.12318271,7.3967915,-1.4177176,0.26021045,1.120062,-1.3073968,0.99452454
6.768946,-1.4720272,0.2036878,10.515858,-1.5309545,0.06340778,7.2185755,-1.4790984,0.1868542,0.9032802,-1.3797783,0.4232915
6.8355765,-1.283031,0.23932312,10.582806,-1.3212504,0.10034616,7.285244,-1.2876173,0.2226459,0.9694146,-1.2231998,0.45688692
7.0420194,-1.237961,0.15305822,10.784707,-1.2980615,-0.073163494,7.491142,-1.2451731,0.12591161,1.1829664,-1.143876,0.5072008
7.00216,-1.2818707,0.42618158,10.714153,-1.3598807,-0.10062095,7.4475994,-1.2912319,0.3629653,1.1911585,-1.1597487,1.2508734
6.999914,-1.3517224,0.48200452,10.734005,-1.5480678,0.19825809,7.448005,-1.3752837,0.44795495,1.1543192,-1.04435,0.9262001
6.8991356,-1.5765278,0.32106158,10.629709,-1.8993971,0.11839173,7.3468046,-1.6152722,0.2967412,1.059047,-1.0710868,0.63833445
7.104313,-1.7802589,0.3321602,10.853013,-1.7427746,0.24081047,7.554157,-1.7757608,0.32119823,1.2358483,-1.8389393,0.47516516
7.1289744,-1.8939979,0.16486686,10.861176,-1.8904299,-0.20004211,7.5768385,-1.8935697,0.12107778,1.286337,-1.8995835,0.7361197
7.34504,-1.406239,0.35525054,11.064737,-1.8377907,0.15496899,7.791404,-1.4580253,0.33121675,1.5219772,-0.7306593,0.6687846
7.0861216,-1.1693293,0.27948517,10.797092,-1.1979795,-0.25938192,7.5314384,-1.1727673,0.2148211,1.2767212,-1.1244785,1.1230636
6.5535016,-1.8640722,0.3530034,10.295369,-1.9803575,0.13528481,7.002526,-1.8780265,0.32687718,0.69573194,-1.6820314,0.69383466
7.173568,-1.3073013,0.25335532,10.923197,-1.2912912,0.2031106,7.6235237,-1.30538,0.24732596,1.3036485,-1.3323643,0.33201173
6.907977,-1.7694091,0.50730574,10.625967,-2.1104584,0.15696676,7.3541355,-1.810335,0.46526507,1.0875878,-1.2355078,1.0557498
7.27421,-1.2247916,0.25333703,11.012266,-1.5111603,0.16714902,7.7227764,-1.2591559,0.24299447,1.4224074,-0.77649117,0.3882615
6.786009,-1.682322,0.38843068,10.5351305,-1.6391042,0.45714268,7.2359033,-1.6771358,0.39667612,0.9168843,-1.7499778,0.28086433
7.3476615,-1.4685776,0.3398566,11.082107,-1.354613,0.018246243,7.795795,-1.4549018,0.30126336,1.5015123,-1.6469855,0.8433269
6.9908834,-1.4442086,0.40753704,10.740487,-1.4048437,0.36983058,7.4408355,-1.4394848,0.40301228,1.1210034,-1.5058331,0.46656522
6.9826427,-1.6737711,0.3050955,10.710715,-1.6838456,-0.09971416,7.4300113,-1.67498,0.25651833,1.1464688,-1.6579998,0.93881154
7.102138,-1.3239999,0.5102898,10.840251,-1.1714352,0.2538988,7.5507116,-1.3056921,0.47952285,1.2502469,-1.5628347,0.91166127
6.64819,-1.5439209,0.40268603,10.3961,-1.6437091,0.47829324,7.0979395,-1.5558954,0.4117589,0.78096277,-1.3877058,0.28432545
7.19125,-1.8363467,0.17686205,10.934088,-1.8327632,-0.05477133,7.6403904,-1.8359168,0.14906605,1.3319626,-1.8419567,0.5394764
7.044274,-1.1530647,0.20741929,10.7432995,-1.3853263,-0.36333922,7.488157,-1.1809361,0.13892828,1.2535727,-0.78946686,1.1009227
6.80633,-1.3542459,0.53309965,10.555873,-1.3510137,0.59160537,7.256275,-1.353858,0.54012036,0.9365469,-1.3593057,0.441511
6.5941324,-1.8414005,0.4106497,10.344094,-1.8247184,0.4140864,7.044128,-1.8393986,0.4110621,0.72369313,-1.8675158,0.40526965
7.247676,-1.4049183,0.27198213,10.992345,-1.581574,0.1784373,7.6970363,-1.4261171,0.26075673,1.3855221,-1.1283699,0.41842344
7.040884,-1.3146139,0.37688494,10.769507,-1.3923128,-0.0153226815,7.4883184,-1.3239378,0.32982,1.2038474,-1.1929789,0.99087286
6.9424767,-1.5999944,0.49308586,10.66195,-1.4429256,0.04214691,7.3888135,-1.5811462,0.4389732,1.1197649,-1.8458805,1.1990157
7.280529,-1.4726926,0.50457805,11.007922,-1.2291702,0.17331126,7.727816,-1.4434699,0.46482605,1.4454193,-1.8539188,1.0231652
6.65456,-1.6574363,0.22016391,10.404206,-1.6282215,0.17772087,7.1045175,-1.6539305,0.21507075,0.78461415,-1.7031709,0.28660706
6.886739,-1.7120224,0.3402679,10.632872,-1.7736984,0.18156324,7.336275,-1.7194235,0.32122332,1.0222934,-1.6154709,0.5887147
7.068759,-1.4472604,0.19847025,10.81011,-1.6101505,0.0028767246,7.517721,-1.4668072,0.17499903,1.2117982,-1.1922613,0.5046654
6.6123886,-1.3392372,0.45852578,10.36232,-1.3287317,0.478634,7.0623803,-1.3379766,0.46093875,0.7419961,-1.3556832,0.42704704
6.557447,-1.8100247,0.49617758,10.301268,-1.7848469,0.28246638,7.0067053,-1.8070034,0.47053224,0.6966204,-1.8494397,0.8307353
6.572315,-1.8574569,0.45108688,10.317349,-1.8855158,0.26021296,7.0217195,-1.860824,0.428182,0.7095894,-1.8135318,0.74989367
7.1773424,-1.207054,0.5181464,10.903339,-1.3573989,0.1221142,7.624462,-1.2250954,0.47062254,1.344418,-0.9716941,1.1381216
6.612227,-1.0865759,0.55803293,10.308228,-1.7115592,0.4509043,7.055747,-1.1615739,0.5451775,0.82626134,-0.10818533,0.72573924
6.9010267,-1.5372742,0.22291575,10.624315,-1.378761,-0.19481033,7.3478217,-1.5182527,0.17278862,1.0723426,-1.7854214,0.87685204
6.6210337,-1.8655974,0.5075943,10.371019,-1.8683722,0.5174604,7.071032,-1.8659303,0.5087782,0.7505556,-1.8612534,0.49214923
6.623338,-1.4617226,0.5440896,10.373011,-1.4748572,0.4962739,7.073299,-1.4632988,0.5383517,0.7533514,-1.4411609,0.61894345
7.1596828,-1.2369502,0.24610458,10.905976,-1.2938893,0.08944332,7.609238,-1.2437829,0.22730523,1.294985,-1.1478139,0.4913526
6.6698833,-1.8163168,0.5515349,10.418718,-1.8876983,0.6118651,7.1197433,-1.8248826,0.55877453,0.80120665,-1.7045716,0.45709
6.9859223,-1.2062275,0.6243009,10.692584,-0.94128025,0.12134819,7.4307218,-1.1744338,0.5639466,1.1832666,-1.6209936,1.4116566
7.1916976,-1.4059325,0.5209137,10.9235935,-1.0932546,0.32678878,7.639525,-1.3684112,0.4976187,1.3495388,-1.8954195,0.8248098
6.627893,-1.3972266,0.36661524,10.362023,-1.1809889,0.09826448,7.075989,-1.371278,0.33441314,0.78223646,-1.7357394,0.7867094
7.042239,-1.6641186,0.34184188,10.7882,-1.593658,0.1827438,7.4917545,-1.6556634,0.3227501,1.1780622,-1.7744225,0.5909046
6.9873734,-1.597713,0.43702614,10.698916,-2.1298583,0.49843264,7.4327583,-1.6615704,0.44439492,1.1770765,-0.7646575,0.34089634
7.200579,-1.181571,0.31050435,10.936365,-0.92266804,0.11207368,7.648874,-1.1505027,0.28669265,1.3523314,-1.586875,0.6211409
6.575591,-1.7004617,0.59086317,10.321994,-1.7308253,0.42946896,7.0251594,-1.7041054,0.5714959,0.7107233,-1.6529286,0.84352046
6.9976397,-1.570106,0.3464404,10.694708,-1.7318268,-0.26021665,7.4412875,-1.5895126,0.27364156,1.2100024,-1.3169377,1.2961419
6.828579,-1.2151908,0.29114687,10.542476,-0.8009161,-0.021653144,7.2742467,-1.1654779,0.25361088,1.0145966,-1.8637242,0.78082484
6.9504986,-1.1696205,0.54924166,10.684459,-1.2652128,0.21621768,7.3985734,-1.1810915,0.5092788,1.1051085,-1.019974,1.0705796
6.6622386,-1.2011929,0.4758991,10.40819,-1.1889713,0.64968973,7.1117525,-1.1997262,0.496754,0.7980774,-1.2203252,0.20383565
7.153426,-1.3041092,0.48845634,10.88936,-1.2946925,0.1641072,7.601738,-1.3029792,0.44953445,1.3049445,-1.3188508,0.99621415
6.597869,-1.2704682,0.47273916,10.331965,-1.4624537,0.18609719,7.0459604,-1.2935065,0.43834212,0.7522649,-0.96992135,0.9214676
6.6240253,-1.5211585,0.58475894,10.366751,-1.3419621,0.4351021,7.0731525,-1.4996549,0.5668001,0.7649141,-1.8016843,0.8190417
6.9561977,-1.4907742,0.38049138,10.692822,-1.2933959,0.13315165,7.4045925,-1.4670888,0.35081062,1.106636,-1.7997633,0.7676935
6.9925528,-1.2725154,0.373092,10.700558,-1.7830865,0.14393528,7.4375134,-1.333784,0.34559318,1.1877937,-0.4732333,0.7318292
6.659956,-1.1954354,0.49574608,10.409946,-1.1888187,0.4904877,7.109955,-1.1946414,0.49511507,0.78947103,-1.2057936,0.5039779
7.034832,-1.6126634,0.24227893,10.784722,-1.6056857,0.21438183,7.484819,-1.6118261,0.23893128,1.1645048,-1.6235867,0.28595093
7.065037,-1.5392382,0.6011755,10.805139,-1.5109105,0.33037,7.5138493,-1.5358388,0.5686788,1.2100322,-1.5835842,1.0251124
6.598629,-1.2499466,0.20981982,10.331773,-1.4271255,-0.09799216,7.0466065,-1.271208,0.17288238,0.7545177,-0.972579,0.6916892
7.1647596,-1.8554251,0.43899977,10.899079,-1.8562212,0.096423626,7.612878,-1.8555206,0.39789063,1.3188072,-1.8541789,0.9752913
6.9636407,-1.6924715,0.36148903,10.701397,-1.8666435,0.113805585,7.4121714,-1.7133721,0.331767,1.1123091,-1.4198111,0.7492292
6.656053,-1.4195515,0.20205222,10.376548,-1.2845776,-0.24761815,7.1025124,-1.4033546,0.14809178,0.83174324,-1.6308485,0.9059962
6.5561886,-1.5512097,0.35086378,10.30563,-1.5728713,0.41184762,7.0061216,-1.5538092,0.35818183,0.6865628,-1.5172992,0.2553956
7.334,-1.327091,0.45270222,11.062498,-1.2445654,0.060285054,7.7814198,-1.3171879,0.40561217,1.4971603,-1.456282,1.0670183
7.318442,-1.6237214,0.39373896,11.065689,-1.7615851,0.35334262,7.7681117,-1.640265,0.3888914,1.4522514,-1.4079002,0.4569781
7.2436996,-1.825684,0.43827364,10.947565,-2.0224633,-0.11413532,7.6881633,-1.8492974,0.37198457,1.445421,-1.5176322,1.3030515
6.701371,-1.662324,0.6020651,10.442241,-1.5348269,0.37371817,7.1502757,-1.6470244,0.57466346,0.8451654,-1.8619165,0.95953447
6.5934443,-1.560033,0.51281863,10.320682,-1.9556499,0.39580753,7.040713,-1.607507,0.4987773,0.7585792,-0.940708,0.6959956
7.1520085,-1.3458549,0.3853174,10.874018,-1.1897017,-0.04452239,7.59865,-1.3271165,0.33373663,1.325327,-1.5903076,1.0582173
6.5889196,-1.4910821,0.35967058,10.314403,-1.5670855,-0.06163362,7.0359774,-1.5002024,0.30911407,0.75679946,-1.3721013,1.0192082
7.15673,-1.7605602,0.124967605,10.901945,-1.811729,-0.05736816,7.606156,-1.7667004,0.10308731,1.2937208,-1.6804571,0.41040817
6.690228,-1.2149024,0.5905826,10.4348545,-1.1976318,0.39065298,7.139583,-1.21283,0.5665911,0.8281397,-1.241939,0.9035658
7.0679297,-1.299936,0.42143926,10.76913,-1.5850604,-0.109901525,7.512074,-1.3341509,0.35767835,1.2738247,-0.85358346,1.2532355
6.750514,-1.3866612,0.57204616,10.479482,-1.5701365,0.22042103,7.19799,-1.4086782,0.52985114,0.91294014,-1.0994366,1.1225035
6.706625,-1.319112,0.4628917,10.439735,-1.437919,0.12781571,7.154598,-1.3333688,0.42268258,0.8625662,-1.1331235,0.98744196
7.3109694,-1.3470285,0.36351925,11.04069,-1.162232,0.020694425,7.758536,-1.3248528,0.32238027,1.4722149,-1.636321,0.9002001
6.8180823,-1.27959,0.58055216,10.544959,-1.161108,0.1819928,7.2653074,-1.2653722,0.53272504,0.9837806,-1.4650695,1.2044835
7.239421,-1.2723498,0.305066,10.983854,-1.123317,0.16539368,7.6887527,-1.2544658,0.2883053,1.3776351,-1.5056558,0.5237183
6.6446724,-1.8443191,0.28340286,10.388424,-2.0603566,0.29562175,7.0939226,-1.8702437,0.28486913,0.7839534,-1.5061196,0.26427463
7.1645412,-1.7068096,0.29454088,10.913091,-1.7033752,0.1902898,7.614367,-1.7063975,0.28203073,1.2963127,-1.7121862,0.45774248
7.2738132,-1.3975167,0.34903783,11.022946,-1.373282,0.42594424,7.7237096,-1.3946086,0.3582666,1.4046707,-1.4354554,0.22864342
6.702601,-1.2269735,0.48338285,10.442687,-1.0943955,0.24531414,7.1514115,-1.2110642,0.4548146,0.8476204,-1.4345201,0.85607153
6.7030196,-1.4794171,0.47871974,10.441918,-1.3886228,0.20505467,7.151687,-1.4685218,0.44587994,0.8498981,-1.6215526,0.90713334
7.09324,-1.1419201,0.43864593,10.830081,-1.2599671,0.14780924,7.541661,-1.1560857,0.40374553,1.2433404,-0.9571216,0.8939411
7.1442895,-1.1686081,0.5415208,10.882967,-1.0937964,0.2601084,7.592931,-1.1596307,0.5077513,1.2915142,-1.2857233,0.9820624
6.850013,-1.6175953,0.28502768,10.600012,-1.6172265,0.28219903,7.3000126,-1.6175511,0.28468823,0.97951454,-1.6181726,0.28945583
6.80081,-1.325867,0.14077836,10.550216,-1.288053,0.08577682,7.2507386,-1.3213294,0.13417818,0.93124,-1.3850635,0.22688146
6.9348435,-1.3429754,0.38166675,10.684535,-1.3495524,0.3340533,7.3848066,-1.3437647,0.37595314,1.0648258,-1.3326794,0.456204
7.212174,-1.6141367,0.56401813,10.962036,-1.6447492,0.5542446,7.6621575,-1.6178101,0.5628453,1.3418896,-1.5662137,0.57931834
7.175333,-1.7769284,0.20660233,10.906565,-1.8825402,-0.15291673,7.623081,-1.7896018,0.16346005,1.3342139,-1.6115966,0.76941746
6.883465,-1.267175,0.28341156,10.6237,-1.3019906,0.015222897,7.332293,-1.2713529,0.25122893,1.0282505,-1.2126721,0.703252
7.036042,-1.5147599,0.5852275,10.780931,-1.6964809,0.6579054,7.485429,-1.5365664,0.59394884,1.1735429,-1.2302816,0.47145262
7.116029,-1.8488966,0.24473758,10.8649435,-1.8989878,0.16973548,7.5658984,-1.8549076,0.23573732,1.2472268,-1.7704806,0.36215085
6.8548474,-1.173383,0.17842746,10.602775,-1.2007452,0.056815904,7.3045983,-1.1766665,0.16383407,0.9875913,-1.1305485,0.36880627
6.868412,-1.2428569,0.16347358,10.615492,-1.3541728,0.06598085,7.318062,-1.2562147,0.15177445,1.0024843,-1.0685954,0.3160952
6.8621397,-1.1672392,0.5111998,10.610819,-1.1815773,0.4127032,7.311981,-1.1689597,0.49938017,0.99370813,-1.1447934,0.6653928
7.1411166,-1.5952097,0.21548332,10.887143,-1.4475306,0.1261837,7.59064,-1.5774883,0.20476736,1.2768368,-1.8263966,0.35527888
7.0735226,-1.4938223,0.54970753,10.816735,-1.3654848,0.7351444,7.522708,-1.4784218,0.57196,1.2136475,-1.6947304,0.25941235
7.090929,-1.6406327,0.3268744,10.838721,-1.5976248,0.20560114,7.540664,-1.6354718,0.31232163,1.223886,-1.7079601,0.5167237
7.3077545,-1.3541036,0.15134826,11.041911,-1.16979,-0.13951541,7.7558537,-1.331986,0.11644462,1.4620566,-1.6426402,0.60668564
7.1102123,-1.1652561,0.55253696,10.853229,-1.3520966,0.42056045,7.5593743,-1.1876769,0.5366998,1.2506448,-0.8727637,0.7591418
6.5548306,-1.1668429,0.5870838,10.272444,-1.4005857,0.15440297,7.000944,-1.194892,0.5351621,0.7350302,-0.80092657,1.2644312
6.8708935,-1.7815771,0.3428087,10.589546,-2.0694387,-0.046106823,7.3171315,-1.8161205,0.29613882,1.0494659,-1.3309394,0.951643
7.348281,-1.3557274,0.39786944,11.0906515,-1.4498705,0.17809974,7.797365,-1.3670247,0.37149706,1.4897244,-1.2083496,0.74191153
7.18054,-1.741131,0.2290588,10.930354,-1.7601106,0.19694224,7.630518,-1.7434084,0.22520481,1.3103305,-1.7114187,0.2793362
6.8506136,-1.2496947,0.47219625,10.582668,-1.4779539,0.18555205,7.29846,-1.2770858,0.43779895,1.0082061,-0.8923625,0.9209282
6.651244,-1.4988611,0.52488834,10.401207,-1.4879749,0.5374778,7.1012397,-1.4975547,0.5263991,0.780802,-1.5159029,0.50518
6.883968,-1.5722176,0.4676313,10.619223,-1.6575032,0.14654511,7.3321986,-1.5824518,0.429101,1.0365506,-1.4387057,0.97028106
6.7714796,-1.4063917,0.22113436,10.498846,-1.2408507,-0.1554808,7.2187634,-1.3865267,0.17594054,0.93641245,-1.6655407,0.8107128
6.621696,-1.3303415,0.36351642,10.371694,-1.3326362,0.36022794,7.071696,-1.3306168,0.3631218,0.75119925,-1.3267492,0.36866438
6.6078005,-1.1954602,0.5038334,10.3578005,-1.1948301,0.5048817,7.0578003,-1.1953846,0.5039592,0.7373007,-1.1964468,0.50219244
6.6367383,-1.2487501,0.29591542,10.384516,-1.1337849,0.23724046,7.0864716,-1.2349542,0.28887442,0.7697165,-1.428724,0.3877691
6.96401,-1.4783113,0.14902951,10.708187,-1.5156883,-0.056493632,7.413311,-1.4827964,0.12436674,1.102625,-1.4197989,0.47076914
7.17687,-1.5520554,0.32137057,10.9061575,-1.6828122,-0.04986279,7.6243844,-1.5677462,0.27682257,1.338794,-1.3473598,0.90252405
6.6373925,-1.2689042,0.48159444,10.366747,-1.2646414,0.08866186,7.084915,-1.2683927,0.43444252,0.79921204,-1.2755775,1.0967172
7.2516346,-1.727741,0.14355342,11.000097,-1.6345875,0.09018381,7.70145,-1.7165626,0.13714907,1.3835407,-1.8735696,0.22710177
6.5785265,-1.2724769,0.47583577,10.327171,-1.3244777,0.3894731,7.028364,-1.278717,0.46547225,0.7101483,-1.1910714,0.6110336
6.6426744,-1.3668736,0.15167023,10.385742,-1.2469479,-0.042128485,7.0918427,-1.3524826,0.12841439,0.7830257,-1.5546135,0.45505568
7.194542,-1.806021,0.320395,10.943895,-1.8522322,0.37246013,7.644464,-1.8115664,0.3266428,1.3250533,-1.7336788,0.23888876
7.0692368,-1.4043945,0.58184385,10.811679,-1.5210572,0.3744413,7.5183296,-1.4183941,0.5569556,1.2105681,-1.221763,0.9065257
6.965391,-1.1721197,0.3062938,10.666804,-1.416651,-0.2434711,7.4095607,-1.2014635,0.240322,1.1709512,-0.78931403,1.1669323
6.9797344,-1.2278986,0.3671362,10.725172,-1.4103029,0.39759156,7.429187,-1.2497871,0.37079087,1.1163771,-0.9423506,0.31945938
6.823352,-1.8228054,0.46385807,10.556356,-2.1704261,0.5434699,7.271312,-1.8645198,0.47341147,0.97945774,-1.2786168,0.3392284
7.3372135,-1.3536025,0.32713953,11.033641,-1.9587376,0.14620663,7.7807846,-1.4262187,0.30542758,1.5505795,-0.40628365,0.6103839
6.756379,-1.8203573,0.47807235,10.473642,-1.9935809,0.0149883805,7.2024508,-1.8411442,0.42250228,0.9371272,-1.5491816,1.2030149
6.9534965,-1.8832879,0.47789425,10.702505,-1.90159,0.39361563,7.4033775,-1.8854842,0.46778083,1.0845494,-1.8546365,0.60982966
7.2405224,-1.8058801,0.1537798,10.989885,-1.7479621,0.11609248,7.690446,-1.7989299,0.14925733,1.371019,-1.8965489,0.21277806
7.111115,-1.2347559,0.41940817,10.855645,-1.0771364,0.5464837,7.5604587,-1.2158415,0.43465722,1.2491777,-1.4815038,0.22047567
6.618147,-1.6372461,0.3599609,10.323226,-2.010272,-0.08246719,7.0627565,-1.6820092,0.30686957,0.8179695,-1.0532863,1.0525674
6.715748,-1.1704401,0.30249697,10.465729,-1.1661476,0.29141614,7.1657453,-1.169925,0.30116725,0.84527713,-1.1771598,0.31984362
6.5602016,-1.4140033,0.27211744,10.309876,-1.4505073,0.23887892,7.010163,-1.4183838,0.2681288,0.69021046,-1.3568574,0.32415122
6.7763505,-1.2117201,0.5877332,10.486699,-1.668482,0.29247236,7.2215924,-1.2665315,0.55230194,0.9679228,-0.49667463,1.0499543
6.614554,-1.337403,0.58903563,10.341868,-1.7430447,0.660297,7.0618315,-1.3860801,0.597587,0.7795664,-0.7023847,0.47747838
6.873527,-1.2053175,0.5575473,10.617907,-1.1111308,0.37519363,7.3228526,-1.194015,0.5356648,1.011826,-1.3527635,0.8430158
7.2609982,-1.3132291,0.25674227,10.979413,-1.365789,-0.22609416,7.707208,-1.3195362,0.1988019,1.4399443,-1.2309482,1.0126066
6.9733386,-1.8174617,0.5602383,10.722662,-1.8241104,0.6311607,7.4232574,-1.8182595,0.568749,1.1038979,-1.8070534,0.44921175
