position_x_0,position_y_0,position_z_0,position_x_1,position_y_1,position_z_1,position_x,position_y,position_z,position_x_end,position_y_end,position_z_end
7.0120335,-1.2502326,0.1758854,10.752082,-1.0386457,0.0033481482,7.4608393,-1.2248422,0.15518092,1.1571126,-1.5814645,0.4459867
7.4439325,-1.534167,0.4685945,11.189198,-1.6471934,0.31786793,7.8933644,-1.5477302,0.4505073,1.5808458,-1.3572282,0.7045519
7.5807424,-1.2946087,0.110136814,11.325842,-1.4166592,-0.037616167,8.030154,-1.3092548,0.09240646,1.7179136,-1.1035427,0.3414392
7.6176734,-1.2821138,0.5135912,11.342955,-1.6290239,0.25975356,8.064708,-1.3237431,0.48313066,1.7858701,-0.73903763,0.9109655
7.9636354,-1.6176356,0.33910796,11.687724,-2.0052004,0.13064565,8.410526,-1.6641433,0.3140925,2.133699,-1.0109156,0.6654488
8.129709,-1.3849019,0.48173743,11.850207,-1.0879233,0.118149474,8.576169,-1.3492645,0.4381069,2.3053935,-1.8498119,1.0509223
7.2296453,-1.5373294,0.1885418,10.948541,-1.6308733,-0.2842852,7.675913,-1.5485547,0.13180256,1.4078381,-1.3908894,0.9287367
7.5911713,-1.9904374,0.288982,11.338925,-2.11862,0.3091974,8.040902,-2.0058193,0.29140785,1.7241871,-1.7897719,0.25733545
6.9714446,-1.6196387,0.15429349,10.713312,-1.8399214,0.04291023,7.420469,-1.6460726,0.1409275,1.1136764,-1.2747936,0.32866028
7.5411177,-1.2792407,0.0798003,11.27486,-1.5345867,-0.15783086,7.9891667,-1.3098823,0.051284563,1.6960691,-0.87950516,0.45180395
7.9631863,-1.615272,0.53652215,11.713184,-1.618217,0.5391716,8.413186,-1.6156254,0.5368401,2.0926895,-1.6106619,0.5323746
6.95435,-1.7903097,0.25304064,10.703899,-1.7890419,0.19492328,7.404296,-1.7901576,0.24606656,1.0845553,-1.7922944,0.3440214
7.395062,-1.6247985,0.2222314,11.145034,-1.6240146,0.2077703,7.8450584,-1.6247045,0.22049607,1.5246055,-1.6260258,0.24486977
8.1871195,-1.6317794,0.052825093,11.905612,-2.0924826,-0.099054076,8.633339,-1.6870638,0.03459959,2.3659437,-0.91056406,0.29058686
7.3286214,-1.2050474,0.5728912,11.075675,-1.3334446,0.498039,7.778268,-1.220455,0.56390893,1.462734,-1.0040457,0.69006974
7.7023187,-1.1546015,0.18564716,11.450491,-1.2590389,0.13276912,8.1521,-1.1671339,0.17930178,1.8346797,-0.991108,0.26842594
7.248212,-1.1873122,0.5447469,10.995408,-1.2877622,0.4402144,7.6978755,-1.1993662,0.53220296,1.3821003,-1.0300612,0.7083889
8.059198,-1.8781396,0.13159092,11.785095,-2.1140401,-0.22131786,8.506307,-1.9064478,0.08924187,2.2264314,-1.5088452,0.68405783
7.673219,-1.9831958,0.15569697,11.412096,-2.267336,0.10501678,8.121884,-2.0172927,0.14961535,1.8201331,-1.538384,0.23503512
7.7268567,-1.7773212,0.34575307,11.476546,-1.8099856,0.31023523,8.17682,-1.7812409,0.34149092,1.8568428,-1.726186,0.40135503
7.7177725,-1.3800243,0.21894175,11.445525,-1.7449733,0.036801714,8.165103,-1.4238182,0.19708495,1.8821007,-0.808709,0.5040759
6.9373503,-1.4101536,0.27438033,10.681971,-1.2122294,0.30820757,7.386705,-1.3864027,0.2784396,1.0752721,-1.7199975,0.2214249
7.258308,-1.1689035,0.5551647,11.008308,-1.1688784,0.55523616,7.708308,-1.1689005,0.5551733,1.3878081,-1.1689427,0.5550529
7.356603,-1.8583233,0.6111013,11.072757,-2.2586935,0.3071167,7.8025413,-1.9063678,0.57462317,1.5390885,-1.2315574,1.0869792
8.0470085,-1.2569485,0.5168184,11.792621,-1.1269838,0.6433041,8.496482,-1.2413527,0.53199667,2.1833773,-1.460404,0.31880918
7.430116,-1.661099,0.0673714,11.1504545,-1.6505779,-0.40324035,7.876557,-1.6598364,0.010897989,1.6060513,-1.6775694,0.8040984
7.9480505,-1.891636,0.43085355,11.698049,-1.893146,0.42737913,8.39805,-1.8918172,0.4304366,2.0775533,-1.8892721,0.4362926
7.6970286,-1.2584449,0.27353343,11.442404,-1.4000136,0.15258536,8.146474,-1.2754332,0.25901967,1.83377,-1.0368239,0.46287364
6.80016,-1.6517925,0.34800863,10.549067,-1.6635219,0.25819635,7.250029,-1.6532,0.33723116,0.93137276,-1.6334307,0.48860678
8.095603,-1.7322968,0.41427067,11.845564,-1.7401662,0.4295212,8.545598,-1.7332411,0.41610074,2.2251642,-1.7199776,0.39039654
7.652199,-1.857261,0.45262477,11.398443,-1.9726247,0.33079737,8.101748,-1.8711046,0.43800548,1.7875776,-1.6766628,0.6433415
6.8660326,-1.7040807,0.22639732,10.596708,-1.6441138,-0.14905018,7.3137136,-1.6968846,0.18134362,1.0257838,-1.797957,0.81414783
7.8008695,-1.2781745,0.47844946,11.550663,-1.241632,0.4930134,8.250845,-1.2737894,0.48019716,1.9306926,-1.3353804,0.45565012
8.1301155,-2.062724,0.053894546,11.873753,-2.197524,-0.117902264,8.579352,-2.0789,0.033278927,2.2695775,-1.8516995,0.32283673
8.308797,-1.4442049,0.298221,12.043457,-1.2985586,-0.007724386,8.756956,-1.4267274,0.26150754,2.4623113,-1.6722094,0.7771683
6.8734713,-1.4672388,0.11572977,10.596217,-1.7054819,-0.26755086,7.320201,-1.4958279,0.06973609,1.0456368,-1.094277,0.7157428
7.5875993,-1.6506184,0.17640702,11.31346,-1.5770278,-0.24197562,8.034702,-1.6417875,0.12620111,1.754888,-1.7658222,0.8313711
7.381075,-1.5525091,0.346553,11.119254,-1.3679682,0.11318369,7.8296566,-1.5303642,0.31854868,1.5290803,-1.8414017,0.7118849
7.3567896,-1.7113659,0.4177313,11.086752,-2.0530937,0.23579212,7.804385,-1.7523732,0.3958986,1.5176575,-1.1764027,0.7025511
7.056772,-1.8387665,0.43018812,10.806635,-1.8621356,0.40822345,7.506756,-1.8415707,0.42755237,1.186487,-1.8021826,0.46457306
7.084147,-1.1687238,0.6072011,10.820205,-1.3535379,0.34221712,7.5324736,-1.1909015,0.57540303,1.235473,-0.8794036,1.0220248
7.654871,-1.5805401,0.26163566,11.4047785,-1.5851353,0.23572071,8.104859,-1.5810914,0.25852588,1.7845154,-1.5733461,0.30220467
6.917575,-1.2298342,0.054452755,10.653737,-1.373844,-0.23339361,7.3659143,-1.2471154,0.019911192,1.068738,-1.0043914,0.50506663
8.194922,-1.8059449,0.46981886,11.943455,-1.7639574,0.5659707,8.644747,-1.8009064,0.48135707,2.326721,-1.871675,0.31929627
8.069099,-1.6216335,0.53678304,11.816555,-1.6688079,0.4069677,8.518794,-1.6272944,0.5212052,2.202583,-1.5477836,0.7400046
7.4574227,-1.2231663,0.2625404,11.205504,-1.2504472,0.1457387,7.9071927,-1.2264401,0.24852419,1.5899266,-1.1804593,0.44538954
7.4974537,-1.8126268,0.27469602,11.246016,-1.8952125,0.2117297,7.9472814,-1.8225371,0.26714006,1.6292053,-1.6833416,0.37326765
7.4533577,-1.7697777,0.4925451,11.202494,-1.7526802,0.4139018,7.903254,-1.767726,0.48310792,1.5842097,-1.7965434,0.6156586
7.0614424,-1.8472787,0.19691382,10.799016,-2.1344175,0.094001,7.509951,-1.8817354,0.18456428,1.2103946,-1.3977724,0.3580204
7.6874404,-1.2830156,0.49055013,11.417889,-1.301793,0.10857474,8.135094,-1.2852689,0.4447131,1.8475485,-1.2536201,1.0885199
7.8914676,-1.8968267,0.55118966,11.639786,-1.9824655,0.62381494,8.341266,-1.9071034,0.5599047,2.0235999,-1.7627623,0.4374972
7.815392,-1.2423713,0.05581016,11.545052,-1.1585145,-0.32512045,8.262951,-1.2323085,0.010098487,1.9767342,-1.3736463,0.6521444
7.4118533,-1.4466748,0.30631194,11.1497135,-1.4681847,0.0055892267,7.8603964,-1.449256,0.27022523,1.5603567,-1.4130017,0.77708334
7.6989284,-1.257504,0.2635501,11.447761,-1.315763,0.19030607,8.148788,-1.2644951,0.2547608,1.8302568,-1.1663014,0.37821117
6.9663577,-1.9573457,0.5684707,10.703837,-2.1928656,0.37282756,7.414855,-1.9856081,0.5449935,1.1154579,-1.5886472,0.8747436
7.687978,-1.1684726,0.048300277,11.436501,-1.1613644,-0.05670149,8.1378,-1.1676196,0.035700064,1.81979,-1.1796001,0.21267703
7.2784157,-1.6790872,0.32224745,11.023813,-1.564798,0.17583087,7.7278633,-1.6653725,0.30467746,1.4151213,-1.858003,0.5514577
7.8416033,-1.5323855,0.49500728,11.588743,-1.6427742,0.39881068,8.29126,-1.5456321,0.48346367,1.97558,-1.3595756,0.64559984
7.3719926,-2.0146563,0.30041015,11.095076,-2.2751,-0.06471872,7.818763,-2.0459096,0.2565947,1.5436296,-1.6069403,0.87200725
7.146463,-2.037888,0.04154849,10.890194,-2.1827998,-0.11963437,7.5957108,-2.0552776,0.022206549,1.2857772,-1.8110338,0.2938749
7.4568233,-1.4493536,0.41881362,11.20565,-1.5008808,0.4971689,7.9066825,-1.4555368,0.42821625,1.5881593,-1.3686893,0.296151
8.331276,-1.8269706,0.41700372,12.08029,-1.7876668,0.49349502,8.7811575,-1.8222541,0.42618266,2.4623196,-1.8884991,0.29725915
7.621888,-1.7372895,0.2638344,11.354029,-1.9735461,-0.015107333,8.069745,-1.7656404,0.23036139,1.7793463,-1.3674378,0.70050836
7.4287314,-1.8710197,0.42625996,11.17778,-1.8899081,0.34394655,7.8786173,-1.8732862,0.41638234,1.5597203,-1.8414506,0.55511886
7.317422,-1.5397011,0.23982956,11.062398,-1.7047752,0.1378185,7.766819,-1.55951,0.22758822,1.454787,-1.2812831,0.39952445
7.839442,-1.2497668,0.23632312,11.551994,-1.6463671,-0.11319563,8.284948,-1.2973589,0.19438086,2.0275648,-0.6289023,0.7834831
7.113568,-1.3818799,0.63953364,10.839178,-1.5991927,0.27197072,7.5606413,-1.4079574,0.5954261,1.2812492,-1.041684,1.2149411
7.8723407,-1.7011063,0.21495762,11.619641,-1.684703,0.073651455,8.322017,-1.6991378,0.19800088,2.006066,-1.726785,0.43616772
7.055791,-1.8180923,0.025194967,10.786994,-2.175266,-0.08903466,7.5035353,-1.8609532,0.011487411,1.2147162,-1.2589489,0.20401764
7.5649467,-1.3240232,0.16598576,11.313896,-1.2506791,0.116024375,8.014821,-1.3152219,0.1599904,1.6960908,-1.4388409,0.24419867
7.44378,-1.9896897,0.47140992,11.1823225,-2.1321168,0.21545944,7.892405,-2.006781,0.44069588,1.5912155,-1.7667251,0.8720919
8.134644,-1.6058792,0.4017547,11.859598,-1.6613337,-0.027355762,8.581638,-1.6125337,0.35026145,2.3033507,-1.5190672,1.0735129
7.6715302,-1.2785528,0.09545306,11.409739,-1.3331172,-0.1966456,8.120115,-1.2851005,0.06040122,1.8194897,-1.193134,0.55272377
7.752967,-1.3765042,0.06983847,11.501609,-1.4208765,-0.0208018,8.202805,-1.3818288,0.058961637,1.8845932,-1.3070408,0.21173279
7.456859,-1.3364809,0.5201573,11.199149,-1.4716113,0.71890813,7.905934,-1.3526965,0.54400736,1.5984279,-1.1249387,0.20901935
8.293667,-1.669718,0.34226778,12.033704,-1.7766813,0.09091094,8.742471,-1.6825536,0.31210494,2.438763,-1.5022707,0.73575854
8.068972,-1.1633408,0.28356063,11.818884,-1.1818528,0.30121797,8.518961,-1.1655623,0.28567952,2.198608,-1.1343609,0.25591868
7.8011713,-1.3065152,0.5692503,11.537146,-1.5872107,0.4073776,8.249488,-1.3401988,0.54982555,1.9526274,-0.867096,0.8226566
6.877315,-1.832549,0.5723229,10.6197195,-1.9584676,0.3697127,7.3264036,-1.8476592,0.54800963,1.0187051,-1.6354277,0.88950235
8.30413,-1.8024412,0.45711958,12.052756,-1.8806669,0.3924958,8.753964,-1.8118284,0.44936475,2.4357789,-1.6799817,0.55828595
6.8762183,-1.8396298,0.07847722,10.6251545,-1.861452,-0.008132371,7.3260903,-1.8422484,0.06808407,1.0073835,-1.8054678,0.21406163
8.3303795,-1.801801,0.29251623,12.079757,-1.8411516,0.34836766,8.780305,-1.806523,0.29921842,2.4608538,-1.7401987,0.2050827
8.028062,-1.4359165,0.44050273,11.766229,-1.5581264,0.16906743,8.476642,-1.4505817,0.40793052,2.1760871,-1.244601,0.8654257
7.9347982,-1.5957237,0.47956538,11.684669,-1.6101229,0.45193428,8.384783,-1.5974517,0.47624967,2.0645008,-1.5731823,0.522821
8.084533,-1.8892378,0.59505725,11.834349,-1.8994602,0.63069683,8.534511,-1.8904644,0.599334,2.2143192,-1.8732347,0.53926474
8.061778,-1.5329539,0.5233395,11.811067,-1.4861578,0.5794548,8.511693,-1.5273384,0.53007334,2.1923928,-1.6062117,0.4354928
7.3285365,-1.6250237,0.5026618,11.06154,-1.9692827,0.40953696,7.776497,-1.6663347,0.49148685,1.484644,-1.0860976,0.6484457
7.5552897,-1.4117745,0.12721185,11.297071,-1.6487385,0.05360401,8.004303,-1.4402102,0.118378915,1.6976551,-1.0408152,0.24244247
7.3011804,-1.2548633,0.5554778,11.02586,-1.5608268,0.24620931,7.748142,-1.2915789,0.51836556,1.4703183,-0.7758874,1.0396272
7.4630194,-1.3517073,0.4198287,11.179097,-1.4460922,-0.074494615,7.908949,-1.3630335,0.3605099,1.6456233,-1.2039509,1.1936754
7.585608,-1.4550142,0.037502762,11.333612,-1.5016994,-0.07554315,8.035369,-1.4606165,0.023937253,1.7182311,-1.38193,0.21447237
8.03929,-1.1854582,0.5148176,11.754981,-1.1814239,0.008724409,8.485173,-1.1849741,0.45408642,2.2225018,-1.1917735,1.3070897
8.097556,-1.2828882,0.26005915,11.847432,-1.3008047,0.2847061,8.547542,-1.2850381,0.2630168,2.22725,-1.2548404,0.22147521
7.821415,-1.7425169,0.20766781,11.566904,-1.7664937,0.02536616,8.270874,-1.7453941,0.18579161,1.957976,-1.7049818,0.493055
8.116858,-1.7597853,0.45631757,11.847616,-2.0009089,0.16340892,8.5645485,-1.7887201,0.42116854,2.276478,-1.3823146,0.9148563
6.882509,-1.3876287,0.33965856,10.599731,-1.1536541,-0.096245684,7.3285756,-1.3595517,0.28735006,1.063321,-1.7539079,1.0220522
7.7447624,-1.1753426,0.32861993,11.494694,-1.1709802,0.35095042,8.194755,-1.1748191,0.33129957,1.8743707,-1.1821716,0.29366225
6.960613,-1.7721272,0.6098826,10.705323,-1.9222087,0.47904637,7.409978,-1.7901369,0.59418225,1.098393,-1.5371797,0.8147023
7.5685253,-1.6164026,0.21262965,11.31415,-1.7130982,0.059497032,8.018001,-1.6280061,0.19425373,1.7048757,-1.465029,0.45235363
8.068214,1.2619759,0.3066431,11.817478,1.2399662,0.23566511,8.518126,1.2593347,0.29812574,2.198867,1.2964313,0.41775677
7.4103746,1.1524005,0.30858865,11.154102,1.3328439,0.18841161,7.859622,1.1740537,0.29416743,1.5496935,0.8699223,0.49672183
6.758891,1.4921526,0.40157703,10.5088825,1.4859604,0.4063512,7.20889,1.4914095,0.40214992,0.8884039,1.5018462,0.39410317
7.314229,1.8936638,0.46801725,11.064223,1.8932028,0.47447106,7.7642283,1.8936085,0.4687917,1.4437377,1.8943853,0.457914
7.9531646,1.8790444,0.04730573,11.6867485,2.1024668,-0.2227502,8.401195,1.9058551,0.014899016,2.1083627,1.5292842,0.4700693
7.205074,1.3658,0.54923725,10.92292,1.3566121,0.05930661,7.6512156,1.3646975,0.49044558,1.384909,1.3801833,1.3162074
7.2913165,1.4750946,0.59248316,11.034149,1.6394566,0.4291233,7.7404566,1.494818,0.57287997,1.4320364,1.2177911,0.8482176
6.9072046,1.5784475,0.25423485,10.619578,1.4037888,-0.24604382,7.3526893,1.5574884,0.19420141,1.095608,1.8518697,1.0374044
7.1340084,1.4814895,0.3258501,10.879082,1.5231669,0.13826868,7.5834174,1.4864908,0.30334032,1.2712206,1.4162451,0.61950254
7.0678473,1.49668,0.48799422,10.81753,1.5158606,0.44311997,7.5178094,1.4989816,0.4826093,1.1978445,1.4666533,0.55824333
8.118389,2.0307343,0.4185717,11.859457,2.1251323,0.17774962,8.567317,2.042062,0.38967305,2.2618709,1.8829573,0.7955707
7.728421,1.487928,0.37643188,11.474033,1.5378507,0.20209368,8.177895,1.4939188,0.3555113,1.8647892,1.4097757,0.64935255
7.0593843,1.7464339,0.22279951,10.786303,1.9822131,-0.11923783,7.506614,1.7747275,0.18175504,1.2250181,1.3773293,0.75824755
8.136164,1.4690166,0.549477,11.885361,1.5415053,0.5772296,8.586068,1.4777153,0.5528073,2.2669218,1.3555378,0.5060311
8.32442,1.1585312,0.1934656,12.055765,1.3612111,-0.12034658,8.7721815,1.1828527,0.15580814,2.4831219,0.84124243,0.68472815
7.1751494,1.6534685,0.5312795,10.9248495,1.6086695,0.5156489,7.6251135,1.6480926,0.52940387,1.3051194,1.7235998,0.55574876
7.0675673,1.5572195,0.08137601,10.796644,1.7199291,-0.27919516,7.5150566,1.5767447,0.03810747,1.2298219,1.3025031,0.64583814
6.916969,1.5103103,0.4809485,10.665727,1.5833757,0.41786197,7.36682,1.5190781,0.47337812,1.0484142,1.3959287,0.5797084
7.0220337,1.3444344,0.6142124,10.761107,1.2219535,0.3557051,7.4707227,1.3297366,0.5831915,1.1686383,1.5361739,1.0188969
7.1598883,1.3395122,0.3475141,10.906549,1.4491384,0.2334498,7.6094875,1.3526673,0.3338264,1.2946148,1.1678962,0.526078
8.178027,1.3341852,0.29614764,11.922659,1.4289455,0.119357534,8.627383,1.3455565,0.27493283,2.3159313,1.1858412,0.5729066
6.8805094,1.6017101,0.44837165,10.623114,1.6923572,0.23111866,7.329622,1.6125877,0.4223013,1.0215878,1.459805,0.78847396
6.9450927,1.7705884,0.28941146,10.67908,1.8000616,-0.05550481,7.3931713,1.7741252,0.24802148,1.0996594,1.7244493,0.8293663
7.812884,1.2527142,0.15840994,11.562698,1.2395989,0.12349917,8.262861,1.2511404,0.15422064,1.9426742,1.2732458,0.21306157
6.767218,1.5478865,0.425065,10.485668,1.9249532,0.11937136,7.213432,1.5931345,0.38838178,0.94610816,0.95760113,0.9036182
6.9428844,1.9468108,0.5785707,10.688043,2.0177279,0.40175757,7.3923035,1.9553208,0.55735314,1.0799644,1.8357925,0.8553659
6.8924193,1.4397877,0.58179206,10.637772,1.5463661,0.42856917,7.3418617,1.4525771,0.5634053,1.0291951,1.272943,0.82165736
